,id,updatedAt,preferredBuyers,filter_keywords,must_list,bam_id,cusip_isin,title,pitch,assetClass,customAssetClass,currency,instrumentType,customInstrumentType,notional,industryRisk,maturity,dateOfArrears,chapter11,contractualForum,coupon,debtor,collateral,collateralType,customCollateralType,collateralRegistration,fiduciaryAgent,registrationAgent,priceTerms,negotiationTerms,intermediaryUser,researchBAMLink,askingPrice,publishedPrice,minOffer,totalDebt,marketCap,creditRating,companyType,equityConvertInstrument,debtSeniority,nonEquityOptional,createdAt,cost,bamRank,failed,failedPrice,notified,privacy,user,webSource,creditor,creditorContact,noticeParty_lawFirm,noticeParty_person,noticePersonContact,proofOfClaim,transfer_asset,notifiedUser,sectorType,sectorRatingCoeff_1,sectorRatingCoeff_2,sectorRatingCoeff_3,sectorRatingCoeff_4,sectorRatingCoeff_5,creditRatingCoeff_1,creditRatingCoeff_2,creditRatingCoeff_3,creditRatingCoeff_4,creditRatingCoeff_5,creditType,sellability_raw_score,isActiveByUser,isActiveByBAM,Map,Color
18,5b95cd79d12495b72cdf7850,2019/5/29,,,,,BRGRDRDBS006,ABCDhoward12,,Distressed,,BRL,Debenture,,80 BRL,,27759,,,,"DI + 4,00% a.a.",A Geradora Aluguel de M????quinas S.A.,,,,,Banco Votorantim S.A.,,,Accept Offers,,,,,0.0,,,,,,,,2018/9/9,425,,False,,True,"title,pitch",Howard Zhang,,,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Energy,-0.00076846,0.00049284,-1.09695e-05,-0.000522889,0.0,-0.001656272,-0.001104181,0.001104181,0.001104181,-0.000552091,BBB,,True,True,HY10Y,purple
19,5b95d3883248a1ee4e8b42a5,2019/5/29,,,,,BRGRDRDBS006,ABCDhoward12,,Distressed,,BRL,Debenture,,80 BRL,,Fri Jan 02 1976,,,,"DI + 4,00% a.a.",A Geradora Aluguel de M????quinas S.A.,,,,,Banco Votorantim S.A.,,,Accept Offers,,,,,0.0,,,,,,,,2018/9/9,425,,True,2,True,"title,pitch",Howard Zhang,,,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Energy,-0.00076846,0.00049284,-1.09695e-05,-0.000522889,0.0,-0.001656272,-0.001104181,0.001104181,0.001104181,-0.000552091,BBB,,True,True,HY10Y,purple
20,5b95d8d2facb55ad4f587f9a,2019/4/24,,,,,BRGRDRDBS006,ABCDhoward12,,Distressed,,BRL,Debenture,,80 BRL,1,Tue Jan 01 1980,,,,"DI + 4,00% a.a.",A Geradora Aluguel de M????quinas S.A.,Yes,,,,Banco Votorantim S.A.,,Clean,Accept Offers,,,,3.0,0.0,,,,,,,,2018/9/9,425,,False,,True,"title,pitch",Howard Zhang,,,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,,True,True,HY10Y,purple
21,5b99d20efacb55ad4f587ffc,2019/4/24,,,,,,testing,,Performing Fixed Income,,USD,Debenture,,"$1,222 ",111,,,,,,abc,Yes,,,,,,Clean,Accept Offers,,,,,,,,,,,,,2018/9/12,476,,False,,True,,Howard Zhang,,,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a0111b5936e9c0deab025|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5c6ddb6ae207674f21873d51|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,,True,True,IG5Y,orange
22,5bb3bb4cd5b0e1a543717002,2019/5/29,,,,,BRGRDRDBS006,ABCD25,,Distressed,,BRL,Debenture,,"80,000,000 BRL",,Fri Dec 20 2013,,,,"DI + 4,00% a.a.",A Geradora Aluguel de M????quinas S.A.,,,,,Banco Votorantim S.A.,,,Accept Offers,,,,,0.0,1,2,3,Public,5,6,7,2018/10/2,"8,750",,False,,False,"title,pitch",Howard Zhang,,,,,,,,False,,Energy,-0.00076846,0.00049284,-1.09695e-05,-0.000522889,0.0,-0.001656272,-0.001104181,0.001104181,0.001104181,-0.000552091,BBB,,False,True,HY10Y,purple
23,5bb3bb4cd5b0e1a543717006,2019/5/29,,,,,BRPDGSCRI031,EFGHIJK17,,Performing Fixed Income,,BRL,MBS/CRI,,"186,862,757 BRL",,Wed Sep 07 2016,,,,"IGP-M + 9,4% a.a.",??,,,,,,,,Only Offline,,,,,0.0,,,,,,,,2018/10/2,"19,600",,False,,False,"title,pitch",Howard Zhang,,,,,,,,False,,Energy,-0.00076846,0.00049284,-1.09695e-05,-0.000522889,0.0,-0.001656272,-0.001104181,0.001104181,0.001104181,-0.000552091,BBB,,False,True,IG5Y,orange
24,5bb7e984e815641f34163abe,2019/4/24,,,,,,STAR 5 07/01/19,,Performing Fixed Income,,USD,Other,,"$2,523,659 ",Financials,Tue Jul 02 2019,,,,0.05,iStar Inc,,,,,,,,Accept Offers,,,,,0.0,"3,476.40","760,222,516.22",B1,Public,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"1,666",,False,,True,None,User C,,AMERICAN HIGH-INCOME TRUST,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Financials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.0031971129999999997,True,True,IG5Y,orange
25,5bb7eb2ae815641f34164152,2019/4/24,,,,,,AKS 6 ???10/15/25,,Performing Fixed Income,,USD,Other,,"$9,576,414 ",Materials,Thu Oct 16 2025,,,,0.06375,AK Steel Holding Corp,,,,,,,,Accept Offers,,,,,0.0,"2,110.10","1,359,886,568.71",B3 (LGD5),Public,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"4,760",,False,,True,No,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.003129995,True,True,IG HVOL3Y,gray
26,5bb7eb2ae815641f34164153,2019/4/24,,,,,,CYH 5 ???08/01/21,,Performing Fixed Income,,USD,Other,,"$14,825,291 ",Healthcare,Mon Aug 02 2021,,,,0.05125,Community Health Systems Inc,,,,,,,,Accept Offers,,,,,0.0,"13,930","409,794,426.45",B3 (LGD2),Public,None,Senior secured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"4,760",,False,,True,Title,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5beb5e12935157ac6a38d38a|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,HealthCare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.003129995,True,True,IG5Y,orange
27,5bb7eb2ae815641f34164154,2019/4/24,,,,,,REV 5 ?? 02/15/21,,Performing Fixed Income,,USD,Other,,"$15,623,911 ",Comsumer Staples,Tue Feb 16 2021,,,,0.0575,Revlon Inc,,,,,,,,Accept Offers,,,,,0.0,"2,836.30","1,157,000,739.60",Caa3 (LGD5),Public,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"11,900",,False,,True,No,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.003129995,True,True,IG5Y,orange
28,5bb7eb2ae815641f34164155,2019/4/24,|banks,,,,,AKS 7 ???10/01/21,,Performing Fixed Income,,USD,Other,,"$10,436,495 ",Materials,Sat Oct 02 2021,,,,0.07625,AK Steel Holding Corp,Yes,,,,,,Clean,Accept Offers,,,,87.0,0.0,"2,110.10","1,359,886,568.71",B3 (LGD5),Public,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"4,760",,False,,True,No,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.003129995,True,True,IG5Y,orange
29,5bb7eb2ae815641f34164156,2019/4/24,,,,,,FGP 6 ?? 01/15/22,,Performing Fixed Income,,USD,Other,,"$14,815,015 ",Utilities,Sun Jan 16 2022,,,,0.0675,Ferrellgas Partners LP,,,,,,,,Accept Offers,,,,,0.0,"2,124.58","304,087,841.45",Caa2 (LGD6),Public,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"4,760",,False,,True,Asset title,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.003129995,True,True,IG10Y,blue
30,5bb7eb2ae815641f34164157,2019/5/29,,,,,,SPN 7 ?? 09/15/24,,Performing Fixed Income,,USD,Other,,"$39,339,807 ",Energy,Mon Sep 16 2024,,,,0.0775,Superior Energy Services Inc,,,,,,,,Accept Offers,,,,,0.0,"1,279.77","1,362,916,030.14",withdrawn,Public,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"20,230",,False,,True,No,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5ba92442059e3a18300b6029|5c4a15586f9ce8951bbecae8|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Energy,-0.00076846,0.00049284,-1.09695e-05,-0.000522889,0.0,-0.001656272,-0.001104181,0.001104181,0.001104181,-0.000552091,BBB,0.003129995,True,True,IG HVOL3Y,gray
31,5bb7eb2ae815641f34164158,2019/4/24,,,,,,CDWC 5 09/01/23,,Performing Fixed Income,,USD,Other,,"$32,631,683 ",Information Technology,Sat Sep 02 2023,,,,0.05,CDW Corp/IL,,,,,,,,Accept Offers,,,,,0.0,0,0,Ba3(LGD5),Private,None,Senior unsecured,"Redeemable by issuer, holder can sell at change of control event",2018/10/5,"11,900",,False,,True,No,User C,,VANGUARD HIGH-YIELD CORPORATE FUND,,,,,,False,undefined|5b10ddaedf78f8316892ffb6|5b141f28df78f8316892ffc6|5ba92442059e3a18300b6029|5c52598e5c124a9f401fbc46|5c547c04024e54ec649a9fbf|5bb67723188130a30ef3461f|5cb5ec3d1815c41b3fbaeb3f|5cc0cc2d39feabe5537781fc,Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBB,0.003129995,True,True,IG10Y,blue
